user-definedlabeln,Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2
0.0,66.0,100.0,52.0,12326.0,11639.0,16397.0,5958.0,2011.0,4188.0,5185.0,5124.0
0.0,61.0,93.0,-468.0,58584.0,63085.0,23936.0,36742.0,13767.0,7540.0,2597.0,2954.0
1.0,34.0,44.0,-39.0,1724643.0,498841.0,134577.0,45964.0,69972.0,17316.0,8650.0,10219.0
1.0,48.0,43.0,66.0,2212464.0,242274.0,44756.0,71505.0,58779.0,63771.0,49212.0,10878.0
1.0,51.0,69.0,-423.0,851278.0,155359.0,154518.0,32682.0,65664.0,58419.0,40192.0,6254.0
0.0,0.0,0.0,2047.0,38161.0,50241.0,4003.0,4617.0,6820.0,7681.0,3784.0,1988.0
0.0,57.0,63.0,-14.0,457337.0,59224.0,24663.0,16979.0,2298.0,11199.0,2678.0,7052.0
0.0,64.0,84.0,53.0,17405.0,10314.0,10672.0,5944.0,8370.0,5656.0,3106.0,1424.0
1.0,24.0,54.0,130.0,491861.0,735235.0,105953.0,70908.0,25163.0,58668.0,25953.0,24196.0
0.0,61.0,38.0,26.0,4958.0,14524.0,6252.0,4033.0,3626.0,3952.0,1780.0,3426.0
0.0,67.0,57.0,-19.0,77193.0,9649.0,2556.0,11871.0,2110.0,2449.0,1361.0,431.0
1.0,37.0,51.0,53.0,221551.0,33637.0,14234.0,3313.0,4975.0,6739.0,860.0,871.0
1.0,26.0,57.0,57.0,26277.0,154048.0,7398.0,11532.0,7067.0,11789.0,8743.0,10838.0
1.0,21.0,21.0,-11.0,87277.0,65948.0,10034.0,5466.0,12120.0,2223.0,1693.0,1727.0
0.0,27.0,50.0,167.0,294360.0,32926.0,5646.0,5054.0,3595.0,3088.0,496.0,299.0
1.0,40.0,69.0,8.0,1480700.0,392044.0,182257.0,75378.0,8109.0,39930.0,23605.0,53463.0
1.0,0.0,0.0,599.0,297862.0,333764.0,257035.0,174134.0,121316.0,62016.0,95143.0,72518.0
0.0,53.0,83.0,41.0,75618.0,207138.0,8433.0,26160.0,21809.0,19336.0,4744.0,8063.0
0.0,53.0,67.0,35.0,22500.0,10284.0,15169.0,6596.0,874.0,2418.0,3099.0,1057.0
1.0,54.0,41.0,42.0,843256.0,59670.0,32412.0,6761.0,6340.0,8087.0,1909.0,3099.0
0.0,54.0,96.0,115.0,73344.0,8711.0,6026.0,10003.0,859.0,855.0,581.0,317.0
0.0,51.0,77.0,64.0,16227.0,9261.0,1482.0,12947.0,8532.0,5299.0,3025.0,2784.0
1.0,29.0,63.0,181.0,533590.0,240963.0,33017.0,165164.0,32004.0,45558.0,13637.0,7854.0
0.0,50.0,41.0,1.0,447346.0,25443.0,2622.0,24330.0,12162.0,34734.0,24410.0,26753.0
1.0,41.0,53.0,-184.0,2668588.0,250068.0,48031.0,144719.0,45339.0,71683.0,43788.0,8778.0
1.0,24.0,66.0,-66.0,2251456.0,578610.0,37462.0,35203.0,35198.0,85490.0,219885.0,58174.0
0.0,74.0,78.0,1.0,125067.0,54884.0,20123.0,3740.0,3820.0,9315.0,5153.0,4931.0
0.0,0.0,0.0,-2048.0,144921.0,79494.0,10571.0,11608.0,10196.0,121889.0,59888.0,27156.0
1.0,47.0,44.0,-13.0,261989.0,87480.0,38205.0,14147.0,15132.0,20141.0,8171.0,5838.0
0.0,0.0,0.0,2047.0,1289940.0,118116.0,14861.0,132373.0,49810.0,319501.0,286952.0,127003.0
0.0,0.0,0.0,-2048.0,1985836.0,217508.0,77564.0,339289.0,99289.0,81716.0,108025.0,100838.0
0.0,0.0,0.0,2047.0,1368822.0,215557.0,125614.0,76724.0,43952.0,363702.0,176411.0,56962.0
1.0,56.0,60.0,13.0,870816.0,63706.0,55212.0,21227.0,13212.0,22622.0,7948.0,5021.0
0.0,0.0,0.0,-2048.0,481706.0,137997.0,27575.0,14236.0,81284.0,224207.0,107978.0,47226.0
1.0,75.0,87.0,68.0,613659.0,39180.0,18116.0,27564.0,8088.0,36275.0,53944.0,5328.0
0.0,0.0,0.0,-2048.0,61902.0,16303.0,1348.0,7667.0,4044.0,166628.0,47541.0,21105.0
0.0,44.0,63.0,42.0,3128.0,21163.0,12245.0,1971.0,2965.0,5608.0,3643.0,2105.0
0.0,54.0,83.0,29.0,165551.0,31498.0,11317.0,18443.0,14079.0,6511.0,7234.0,10900.0
1.0,51.0,56.0,17.0,484820.0,43559.0,438.0,4663.0,4220.0,11095.0,18680.0,8320.0
0.0,27.0,64.0,22.0,319785.0,24206.0,1777.0,5085.0,3147.0,780.0,235.0,132.0
1.0,1.0,50.0,160.0,2092470.0,2019044.0,284214.0,329552.0,178735.0,165149.0,62458.0,13457.0
1.0,51.0,56.0,-39.0,1068753.0,262454.0,42871.0,15223.0,19254.0,40968.0,70221.0,24895.0
0.0,38.0,50.0,131.0,15672.0,38103.0,8163.0,3373.0,2262.0,2972.0,1838.0,334.0
0.0,0.0,0.0,2047.0,949118.0,67556.0,34693.0,147155.0,47082.0,391871.0,489903.0,141051.0
0.0,41.0,57.0,89.0,98157.0,12007.0,1775.0,2062.0,3709.0,826.0,370.0,326.0
1.0,7.0,67.0,28.0,799390.0,427463.0,83897.0,145142.0,50788.0,16807.0,11748.0,17734.0
0.0,0.0,0.0,2047.0,47517.0,107141.0,4753.0,9369.0,10347.0,3985.0,2985.0,2493.0
1.0,34.0,20.0,42.0,144397.0,127904.0,12901.0,13458.0,10130.0,12010.0,14044.0,4126.0
0.0,51.0,56.0,8.0,252056.0,13140.0,7618.0,5687.0,5932.0,2879.0,2948.0,4351.0
1.0,97.0,64.0,16.0,9163.0,2902.0,4007.0,5033.0,13578.0,24082.0,8590.0,15650.0
1.0,35.0,47.0,55.0,1028050.0,249961.0,2567.0,47433.0,24513.0,21527.0,10030.0,6896.0
1.0,13.0,57.0,22.0,2004390.0,1031826.0,125083.0,234589.0,77074.0,114806.0,222111.0,84108.0
1.0,60.0,54.0,0.0,7251.0,7800.0,3041.0,9890.0,2779.0,5814.0,4955.0,2892.0
1.0,16.0,61.0,161.0,715955.0,810998.0,118436.0,69929.0,36902.0,15975.0,16176.0,3008.0
1.0,60.0,50.0,-168.0,947589.0,77950.0,82447.0,27291.0,15100.0,13164.0,33390.0,2039.0
0.0,40.0,41.0,305.0,1904967.0,503993.0,39093.0,105542.0,16776.0,137869.0,59915.0,4167.0
0.0,51.0,54.0,-58.0,175859.0,14247.0,14264.0,4798.0,4165.0,28660.0,720.0,975.0
0.0,0.0,0.0,-2048.0,99491.0,24245.0,7644.0,10811.0,15957.0,95083.0,102239.0,15596.0
1.0,30.0,41.0,203.0,1631415.0,238435.0,8222.0,52956.0,22046.0,44566.0,23731.0,8653.0
0.0,75.0,53.0,68.0,6444.0,11059.0,2026.0,7953.0,7260.0,10368.0,13536.0,9743.0
0.0,0.0,0.0,2047.0,340990.0,168054.0,68414.0,31519.0,48002.0,481825.0,536798.0,81284.0
1.0,0.0,0.0,-2048.0,1383899.0,178582.0,13002.0,10332.0,24400.0,19214.0,13167.0,8916.0
1.0,34.0,29.0,-60.0,122873.0,49963.0,21217.0,8998.0,23610.0,103944.0,34531.0,15579.0
0.0,53.0,100.0,0.0,14415.0,5008.0,9025.0,6423.0,8958.0,5378.0,5344.0,2203.0
1.0,63.0,50.0,-200.0,973028.0,564667.0,173838.0,43880.0,17251.0,28104.0,13268.0,7373.0
1.0,14.0,29.0,-227.0,1254781.0,456505.0,89235.0,48076.0,11940.0,21729.0,7953.0,3842.0
0.0,75.0,63.0,93.0,9256.0,20127.0,13418.0,11081.0,27454.0,41934.0,17355.0,13160.0
0.0,81.0,43.0,77.0,45543.0,4109.0,8433.0,3303.0,1035.0,9645.0,530.0,698.0
1.0,53.0,66.0,-92.0,983341.0,674656.0,128261.0,426620.0,134005.0,59156.0,30575.0,12411.0
1.0,48.0,64.0,38.0,1294348.0,85867.0,19237.0,23573.0,13843.0,10142.0,4438.0,3104.0
0.0,44.0,74.0,55.0,151265.0,61828.0,8435.0,6223.0,27537.0,9648.0,4083.0,1975.0
1.0,56.0,54.0,314.0,696856.0,71312.0,71274.0,63881.0,6608.0,24320.0,16485.0,2595.0
1.0,41.0,13.0,27.0,268163.0,229641.0,18860.0,8645.0,12582.0,17813.0,10338.0,10891.0
1.0,13.0,54.0,-91.0,500702.0,134751.0,4368.0,75803.0,35046.0,18167.0,36778.0,19022.0
0.0,51.0,57.0,146.0,55117.0,18182.0,3134.0,1684.0,1359.0,7617.0,1849.0,801.0
1.0,16.0,24.0,337.0,682538.0,153755.0,12064.0,6858.0,3908.0,10108.0,9148.0,5026.0
1.0,47.0,43.0,4.0,508929.0,199870.0,44587.0,38394.0,5222.0,36711.0,24918.0,19506.0
1.0,16.0,37.0,-115.0,396506.0,244219.0,21129.0,7521.0,17173.0,7528.0,2642.0,3069.0
0.0,35.0,47.0,48.0,119708.0,310706.0,6907.0,5086.0,33430.0,5270.0,3209.0,3392.0
1.0,0.0,0.0,520.0,603270.0,935324.0,69242.0,110771.0,115643.0,283474.0,73569.0,75118.0
1.0,27.0,75.0,84.0,42242.0,25145.0,2978.0,25792.0,7697.0,8410.0,7057.0,2214.0
0.0,50.0,64.0,6.0,7243.0,16839.0,7881.0,10334.0,2384.0,2094.0,2774.0,2866.0
1.0,27.0,53.0,-33.0,222399.0,115336.0,3103.0,14431.0,10398.0,2015.0,2153.0,1150.0
1.0,40.0,54.0,-196.0,101274.0,223736.0,152282.0,12011.0,38727.0,21146.0,9562.0,6019.0
1.0,40.0,29.0,54.0,308698.0,108649.0,25730.0,13278.0,31473.0,14514.0,31368.0,9121.0
0.0,30.0,74.0,-167.0,59137.0,82520.0,58077.0,26900.0,18547.0,7654.0,2123.0,1920.0
1.0,16.0,57.0,44.0,1521094.0,1358784.0,241143.0,44546.0,47849.0,83263.0,31814.0,28409.0
0.0,70.0,34.0,281.0,355526.0,81942.0,29520.0,47376.0,8332.0,155098.0,11164.0,1106.0
1.0,48.0,47.0,71.0,273333.0,27625.0,13249.0,4655.0,9965.0,18402.0,10930.0,3690.0
0.0,37.0,38.0,211.0,264088.0,166372.0,18236.0,21538.0,5123.0,8718.0,6004.0,1395.0
1.0,16.0,47.0,53.0,1194724.0,113107.0,11149.0,8725.0,12187.0,23203.0,8759.0,30659.0
0.0,40.0,70.0,246.0,2739850.0,369264.0,120151.0,321883.0,16853.0,110219.0,57351.0,5747.0
1.0,47.0,67.0,92.0,229469.0,262139.0,79575.0,37371.0,11880.0,15185.0,7908.0,6054.0
1.0,4.0,47.0,82.0,741314.0,539276.0,38713.0,23843.0,28159.0,24732.0,6118.0,7281.0
0.0,44.0,51.0,134.0,636856.0,84562.0,56078.0,19554.0,18050.0,6822.0,1017.0,1600.0
0.0,50.0,54.0,103.0,1006773.0,50438.0,12731.0,9604.0,5996.0,9941.0,5106.0,1825.0
1.0,0.0,0.0,-2048.0,1720684.0,150589.0,150581.0,271265.0,281558.0,108508.0,84878.0,162387.0
0.0,51.0,69.0,6.0,304827.0,66600.0,8496.0,53636.0,4498.0,29242.0,8595.0,1702.0
0.0,51.0,50.0,18.0,4594.0,6861.0,7895.0,6175.0,4746.0,7698.0,4166.0,5110.0
1.0,40.0,61.0,-12.0,379965.0,51819.0,6497.0,5504.0,6500.0,3884.0,1854.0,676.0
0.0,54.0,57.0,6.0,424361.0,353021.0,59880.0,5369.0,7277.0,20611.0,29290.0,7595.0
0.0,61.0,78.0,10.0,9988.0,5907.0,23711.0,18253.0,3622.0,7788.0,5599.0,6066.0
0.0,51.0,75.0,-18.0,1033429.0,198487.0,18693.0,13542.0,13908.0,9394.0,8946.0,2803.0
0.0,34.0,38.0,-155.0,321178.0,161377.0,1153.0,3588.0,3191.0,6231.0,4191.0,1716.0
1.0,23.0,26.0,-5.0,445715.0,60345.0,6434.0,6316.0,7706.0,21265.0,7532.0,4516.0
1.0,0.0,0.0,677.0,257232.0,267827.0,2779.0,17532.0,32159.0,5754.0,10594.0,11897.0
1.0,37.0,61.0,60.0,927683.0,173278.0,48663.0,56413.0,24427.0,25191.0,23368.0,11030.0
0.0,47.0,56.0,-101.0,1231545.0,31116.0,11214.0,8844.0,5283.0,9153.0,8801.0,4406.0
1.0,56.0,69.0,54.0,401403.0,16085.0,11775.0,7049.0,3060.0,3685.0,2349.0,1496.0
1.0,23.0,75.0,3.0,1150019.0,122760.0,59051.0,30994.0,3885.0,24307.0,23655.0,4126.0
0.0,54.0,77.0,155.0,183237.0,12367.0,3993.0,2955.0,2518.0,5856.0,1755.0,413.0
1.0,60.0,56.0,53.0,2340.0,7990.0,2039.0,1847.0,11010.0,8692.0,8597.0,5115.0
1.0,41.0,40.0,124.0,116829.0,47373.0,5962.0,5924.0,2850.0,10677.0,6369.0,7589.0
1.0,27.0,14.0,204.0,1468048.0,486372.0,40231.0,100361.0,57722.0,28944.0,19586.0,8764.0
1.0,61.0,67.0,34.0,3964663.0,277575.0,152173.0,101239.0,32465.0,140757.0,21639.0,4190.0
0.0,43.0,41.0,64.0,5042.0,14537.0,6608.0,8235.0,7984.0,4261.0,2178.0,2316.0
1.0,51.0,47.0,21.0,997354.0,165288.0,21792.0,15372.0,20526.0,16000.0,8365.0,12787.0
0.0,34.0,57.0,23.0,3107.0,7739.0,2117.0,8767.0,8350.0,3653.0,2802.0,1412.0
1.0,26.0,29.0,-20.0,1115894.0,336411.0,23703.0,14528.0,16520.0,37460.0,69152.0,34897.0
0.0,29.0,50.0,0.0,885433.0,116219.0,10380.0,16399.0,7453.0,26819.0,37116.0,2250.0
1.0,56.0,83.0,178.0,1374394.0,264597.0,129382.0,182274.0,14337.0,41104.0,13146.0,3922.0
0.0,16.0,60.0,-97.0,23894.0,14389.0,1501.0,9153.0,3513.0,2038.0,4947.0,219.0
1.0,70.0,57.0,76.0,5593.0,14317.0,3554.0,37042.0,37168.0,27570.0,12329.0,12793.0
1.0,13.0,43.0,36.0,289547.0,45960.0,29161.0,3528.0,5096.0,1446.0,1441.0,502.0
0.0,51.0,47.0,40.0,568904.0,85724.0,5899.0,6281.0,8669.0,15487.0,10301.0,8420.0
0.0,74.0,48.0,19.0,1792.0,24370.0,11859.0,3279.0,5914.0,11275.0,5997.0,3877.0
1.0,20.0,54.0,128.0,53411.0,59306.0,7753.0,23063.0,10437.0,13131.0,8576.0,15114.0
0.0,0.0,0.0,282.0,216737.0,83790.0,79971.0,46037.0,9994.0,12855.0,20798.0,1338.0
0.0,84.0,56.0,7.0,3450.0,15040.0,2805.0,2922.0,10753.0,7863.0,5710.0,2013.0
1.0,27.0,67.0,-109.0,298208.0,64839.0,17585.0,6749.0,7089.0,5221.0,1448.0,1118.0
0.0,47.0,47.0,24.0,91002.0,21125.0,6161.0,15346.0,25154.0,9437.0,11564.0,12281.0
0.0,47.0,57.0,67.0,794407.0,22369.0,32701.0,9258.0,10202.0,15748.0,19520.0,417.0
1.0,20.0,27.0,7.0,97059.0,63253.0,8921.0,5885.0,6308.0,2926.0,2798.0,2434.0
1.0,40.0,53.0,107.0,742852.0,30241.0,12283.0,3152.0,6033.0,6135.0,7770.0,4575.0
0.0,78.0,66.0,85.0,154081.0,29381.0,2162.0,23082.0,5452.0,15709.0,15144.0,8240.0
0.0,66.0,50.0,49.0,4361.0,15774.0,9752.0,1698.0,6410.0,6375.0,3006.0,5140.0
1.0,30.0,51.0,-3.0,1736752.0,210913.0,40085.0,26488.0,28249.0,14726.0,4320.0,3579.0
0.0,63.0,20.0,-122.0,752967.0,69128.0,3111.0,4855.0,5496.0,21499.0,8334.0,5723.0
0.0,40.0,34.0,93.0,831711.0,83883.0,9639.0,5779.0,2600.0,5078.0,2458.0,1375.0
1.0,38.0,67.0,-18.0,506186.0,220485.0,38219.0,73899.0,19807.0,44124.0,67580.0,49188.0
1.0,21.0,44.0,88.0,1637688.0,391041.0,19713.0,19867.0,32006.0,10491.0,4113.0,5281.0
0.0,43.0,54.0,-6.0,66716.0,40591.0,12176.0,7137.0,16115.0,6660.0,7072.0,3569.0
1.0,8.0,44.0,305.0,317448.0,342573.0,121853.0,50741.0,41746.0,39821.0,18750.0,3493.0
1.0,29.0,29.0,148.0,117113.0,128578.0,16274.0,33638.0,17634.0,13774.0,16709.0,14838.0
1.0,30.0,61.0,257.0,640067.0,63773.0,5450.0,42013.0,14693.0,7115.0,8855.0,1935.0
0.0,70.0,21.0,55.0,153538.0,42709.0,37821.0,5402.0,39901.0,16847.0,7515.0,6217.0
1.0,54.0,64.0,118.0,1262084.0,108251.0,64581.0,55480.0,5634.0,31126.0,15370.0,11742.0
1.0,41.0,27.0,-4.0,11334.0,14723.0,26837.0,3915.0,22384.0,21277.0,13523.0,5939.0
0.0,60.0,61.0,24.0,2126.0,8212.0,4731.0,3182.0,2637.0,8137.0,1481.0,1730.0
0.0,64.0,43.0,-1.0,12881.0,13155.0,5296.0,20459.0,10520.0,11108.0,9157.0,15557.0
1.0,29.0,66.0,1.0,809383.0,37519.0,13087.0,62556.0,29020.0,16912.0,24903.0,1290.0
0.0,66.0,70.0,-12.0,791302.0,96595.0,15093.0,30743.0,8526.0,13614.0,7681.0,815.0
0.0,0.0,0.0,1712.0,1382097.0,279505.0,337303.0,38678.0,80682.0,102118.0,124542.0,142496.0
0.0,70.0,74.0,2.0,26443.0,13008.0,3157.0,21667.0,8781.0,7082.0,2823.0,5552.0
0.0,63.0,56.0,36.0,3694.0,5669.0,5225.0,2597.0,6546.0,7829.0,4418.0,1616.0
0.0,69.0,56.0,-28.0,984263.0,342673.0,189479.0,117680.0,23366.0,73740.0,18848.0,5647.0
1.0,27.0,63.0,-35.0,807110.0,457904.0,69547.0,70635.0,30858.0,22389.0,51435.0,11987.0
1.0,27.0,56.0,-45.0,614219.0,138140.0,75529.0,56130.0,18700.0,30047.0,43125.0,24833.0
1.0,37.0,69.0,9.0,1120974.0,371880.0,331489.0,219620.0,57419.0,109348.0,40138.0,16904.0
1.0,38.0,48.0,203.0,346670.0,66573.0,23681.0,7232.0,11571.0,39618.0,39461.0,17202.0
0.0,57.0,51.0,81.0,224987.0,78790.0,22456.0,5289.0,5930.0,4555.0,2402.0,1650.0
1.0,67.0,17.0,-12.0,124981.0,46510.0,7875.0,809.0,7082.0,13992.0,7621.0,8187.0
1.0,29.0,27.0,9.0,11133.0,7791.0,337.0,5715.0,4431.0,12704.0,3884.0,5183.0
0.0,0.0,0.0,2047.0,1038328.0,676844.0,38360.0,49515.0,43706.0,213459.0,275473.0,28109.0
0.0,53.0,43.0,681.0,1326880.0,69199.0,16948.0,21541.0,7142.0,49639.0,20224.0,2139.0
1.0,54.0,47.0,-66.0,1264418.0,127495.0,23490.0,31372.0,20954.0,54824.0,35177.0,3664.0
0.0,0.0,0.0,2047.0,615593.0,313712.0,128352.0,16727.0,46249.0,442329.0,126687.0,27851.0
1.0,37.0,23.0,84.0,1189787.0,306156.0,3444.0,20848.0,47140.0,40486.0,27121.0,19573.0
0.0,0.0,0.0,2047.0,655171.0,41645.0,16456.0,14296.0,12067.0,37863.0,19479.0,18133.0
1.0,38.0,47.0,-3.0,197262.0,342199.0,27193.0,7222.0,12823.0,13633.0,14511.0,10267.0
1.0,1.0,37.0,33.0,170118.0,6001.0,5984.0,2066.0,4071.0,2285.0,3206.0,921.0
1.0,35.0,60.0,42.0,395263.0,263060.0,32779.0,23699.0,15023.0,7515.0,4821.0,5065.0
1.0,35.0,66.0,-65.0,2005440.0,435809.0,103392.0,152856.0,46258.0,29370.0,22889.0,6447.0
0.0,0.0,0.0,2047.0,323873.0,150093.0,9390.0,48964.0,52935.0,154227.0,240624.0,84271.0
1.0,83.0,70.0,81.0,4974.0,8823.0,7032.0,7266.0,10340.0,13111.0,3277.0,9750.0
1.0,67.0,54.0,-25.0,969137.0,328670.0,7711.0,7672.0,4079.0,27268.0,12487.0,5812.0
0.0,63.0,69.0,48.0,8052.0,17125.0,11549.0,4425.0,9772.0,7307.0,3351.0,4611.0
0.0,63.0,50.0,332.0,170775.0,7654.0,8356.0,10692.0,6307.0,36384.0,533.0,1000.0
1.0,17.0,60.0,-58.0,2105329.0,975260.0,207655.0,126007.0,53730.0,92980.0,35827.0,34095.0
1.0,41.0,66.0,-19.0,837573.0,238086.0,156785.0,19804.0,28572.0,52784.0,13121.0,23446.0
0.0,51.0,66.0,34.0,116882.0,32197.0,7241.0,7747.0,14589.0,19747.0,7585.0,9185.0
1.0,8.0,47.0,70.0,1102223.0,183771.0,122922.0,157833.0,12364.0,23977.0,7401.0,7166.0
1.0,100.0,84.0,-12.0,9867.0,18289.0,12730.0,21029.0,16464.0,13238.0,5639.0,2591.0
1.0,26.0,74.0,81.0,1231954.0,306934.0,197858.0,20424.0,23231.0,22233.0,21832.0,29031.0
1.0,56.0,51.0,20.0,616191.0,407018.0,20493.0,61576.0,33199.0,41344.0,11355.0,10639.0
1.0,34.0,50.0,29.0,2214117.0,335353.0,58922.0,43763.0,108226.0,38931.0,10852.0,8728.0
0.0,43.0,77.0,-69.0,380318.0,235081.0,71868.0,56196.0,33113.0,10307.0,4915.0,1542.0
1.0,48.0,47.0,61.0,879927.0,62025.0,9932.0,13678.0,2579.0,9850.0,16589.0,7400.0
0.0,20.0,54.0,48.0,37936.0,11652.0,2444.0,1945.0,1703.0,987.0,721.0,215.0
0.0,75.0,70.0,38.0,5901.0,8679.0,18327.0,12848.0,7074.0,13206.0,4733.0,5386.0
0.0,0.0,0.0,75.0,236383.0,21401.0,17797.0,4566.0,11146.0,62992.0,1634.0,472.0
0.0,90.0,77.0,19.0,383267.0,92350.0,21328.0,15872.0,14865.0,44917.0,7309.0,7095.0
0.0,78.0,80.0,-7.0,131879.0,35437.0,56669.0,26729.0,25350.0,13317.0,3634.0,3776.0
1.0,23.0,70.0,-72.0,860583.0,25379.0,5143.0,9259.0,6840.0,5027.0,4737.0,3000.0
0.0,0.0,0.0,-2048.0,265178.0,254407.0,977.0,27406.0,21898.0,25856.0,18173.0,13779.0
1.0,41.0,75.0,6.0,35588.0,85921.0,19207.0,56229.0,26550.0,6874.0,11037.0,5391.0
1.0,0.0,0.0,273.0,1837145.0,33882.0,10813.0,15819.0,13356.0,5032.0,5571.0,5236.0
1.0,24.0,69.0,70.0,268460.0,16195.0,4071.0,4121.0,5928.0,2180.0,3018.0,2999.0
1.0,56.0,44.0,-169.0,495204.0,92344.0,85626.0,40583.0,12374.0,22797.0,5762.0,3588.0
0.0,70.0,81.0,57.0,4540.0,20609.0,8587.0,7810.0,17300.0,9314.0,2277.0,2103.0
0.0,27.0,48.0,39.0,145557.0,9392.0,8558.0,6327.0,1784.0,3091.0,2205.0,481.0
0.0,44.0,38.0,-215.0,63982.0,20184.0,41665.0,7198.0,9413.0,6164.0,5398.0,3636.0
1.0,29.0,60.0,308.0,1102568.0,280321.0,109188.0,120007.0,18870.0,42843.0,48252.0,15372.0
1.0,26.0,50.0,-22.0,149015.0,40426.0,6279.0,18645.0,6300.0,4436.0,4004.0,4410.0
0.0,0.0,0.0,2047.0,683678.0,87798.0,5996.0,28386.0,20270.0,42309.0,16817.0,38826.0
0.0,47.0,56.0,20.0,9691.0,7107.0,24008.0,4818.0,7112.0,5888.0,5750.0,1886.0
0.0,78.0,38.0,64.0,6964.0,25518.0,9094.0,1988.0,7250.0,35350.0,34085.0,19723.0
1.0,48.0,37.0,-101.0,1083640.0,132458.0,22534.0,36294.0,15113.0,31681.0,9815.0,2504.0
0.0,57.0,40.0,144.0,671467.0,133227.0,7142.0,14300.0,23373.0,65591.0,47860.0,16501.0
0.0,67.0,66.0,51.0,6721.0,26387.0,896.0,10309.0,3208.0,9495.0,2783.0,3398.0
1.0,38.0,24.0,38.0,211673.0,1108783.0,322925.0,56458.0,22435.0,70798.0,64494.0,17586.0
0.0,50.0,53.0,-38.0,106371.0,17067.0,8134.0,3427.0,1400.0,2205.0,1774.0,576.0
0.0,53.0,37.0,-37.0,770062.0,79248.0,27542.0,9743.0,13153.0,17729.0,13905.0,4882.0
1.0,47.0,30.0,-37.0,128118.0,34525.0,4228.0,2574.0,4287.0,6545.0,4816.0,7700.0
0.0,44.0,84.0,21.0,16901.0,15564.0,2052.0,31306.0,4067.0,9119.0,4845.0,1950.0
0.0,50.0,48.0,-34.0,21129.0,18384.0,2222.0,5163.0,1038.0,1830.0,2404.0,207.0
1.0,0.0,0.0,2047.0,1372566.0,144008.0,9263.0,157223.0,38313.0,385460.0,147362.0,68272.0
0.0,66.0,61.0,-3.0,330934.0,117860.0,13172.0,10160.0,12848.0,14722.0,2576.0,5863.0
1.0,29.0,29.0,9.0,2362147.0,1079586.0,177952.0,206385.0,393721.0,47117.0,42805.0,31916.0
1.0,44.0,64.0,27.0,1945247.0,135495.0,46329.0,28228.0,32693.0,11219.0,17497.0,5956.0
0.0,54.0,29.0,49.0,162554.0,6117.0,1600.0,1612.0,1145.0,1674.0,783.0,715.0
0.0,78.0,40.0,-59.0,218490.0,41058.0,5790.0,7276.0,7016.0,13643.0,2250.0,991.0
1.0,21.0,66.0,-168.0,836082.0,168662.0,56607.0,10360.0,8459.0,30499.0,7636.0,1093.0
0.0,0.0,0.0,-24.0,861359.0,61573.0,4904.0,10608.0,9685.0,5901.0,4922.0,747.0
1.0,37.0,43.0,133.0,312073.0,94950.0,21333.0,15109.0,8169.0,14037.0,13390.0,28942.0
0.0,64.0,77.0,20.0,26896.0,45770.0,24781.0,19860.0,7920.0,14411.0,7937.0,5427.0
1.0,0.0,0.0,2034.0,1967895.0,208671.0,193780.0,107732.0,77649.0,188646.0,60138.0,35853.0
0.0,29.0,63.0,69.0,545366.0,160277.0,304340.0,92843.0,22182.0,50318.0,14695.0,15992.0
0.0,47.0,63.0,166.0,230770.0,32578.0,22206.0,7589.0,17393.0,19177.0,7374.0,887.0
1.0,40.0,38.0,726.0,153327.0,150089.0,61911.0,39956.0,24489.0,54466.0,10761.0,2166.0
1.0,69.0,54.0,24.0,9542.0,17716.0,10140.0,8186.0,5046.0,12643.0,4028.0,2122.0
1.0,34.0,38.0,-167.0,828965.0,447059.0,48455.0,65132.0,39537.0,29919.0,25752.0,4098.0
1.0,0.0,0.0,-2048.0,298591.0,314549.0,23011.0,33484.0,17296.0,22613.0,21772.0,30716.0
0.0,57.0,47.0,39.0,189988.0,210144.0,33830.0,19920.0,29559.0,12355.0,3583.0,7916.0
0.0,57.0,57.0,22.0,18461.0,4367.0,1380.0,5961.0,9021.0,3898.0,1101.0,1642.0
1.0,38.0,41.0,135.0,1038620.0,97272.0,42074.0,24686.0,47022.0,16618.0,9998.0,2280.0
1.0,44.0,60.0,2.0,2028944.0,188410.0,98216.0,31830.0,34359.0,15934.0,7934.0,4715.0
0.0,0.0,0.0,2047.0,441443.0,317068.0,64369.0,69301.0,21241.0,307675.0,184535.0,65157.0
0.0,56.0,64.0,168.0,108208.0,506632.0,97242.0,45440.0,33110.0,40734.0,27835.0,1958.0
0.0,40.0,56.0,35.0,62110.0,26942.0,3210.0,9955.0,4635.0,2898.0,2682.0,1083.0
1.0,40.0,77.0,1.0,357390.0,49205.0,89688.0,68235.0,27470.0,80535.0,23237.0,6743.0
1.0,14.0,56.0,-55.0,777481.0,70341.0,5193.0,56054.0,13017.0,15421.0,33228.0,2825.0
0.0,60.0,53.0,92.0,13492.0,10590.0,9406.0,2609.0,10789.0,8904.0,2817.0,2928.0
0.0,53.0,48.0,23.0,49707.0,17774.0,5774.0,6078.0,4921.0,3600.0,2862.0,2560.0
0.0,0.0,0.0,177.0,113001.0,63697.0,3852.0,27027.0,8578.0,6256.0,8986.0,1253.0
0.0,64.0,56.0,23.0,8431.0,9579.0,6170.0,7725.0,5800.0,9903.0,9808.0,2143.0
